COD_ID,NOME,SUB,SUB_NOME,MUN,CONJ_CODIGO,CONJ_NOME,kVA_instalado,kW_DER,n_DER,empreendimentos_mmgd,potencia_kw_mmgd,potencia_kw_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_total,penetracao_gd_pct,cobertura_vs_bdgd_pct,fonte_predominante,classe_predominante,subgrupo_predominante,periodo_primeira_data,periodo_ultima_data
CAM003,LDA DAFEIRA,18520488,SETD CAMARA,3304557,14991,CAMARA,5617.5,1265.11,164,161,1244.56,1247.2600000000002,-2.700000000000273,-20.55,22.155051179350245,98.37563532024885,UFV — Radiação solar,Residencial (RE),B1,2019-04-12,2025-12-31
FTL002,LDA CORINGA,18521064,SETD FONTINELE,3300407,15007,FONTINELE,9270.0,1319.57,153,152,1235.3899999999999,1244.57,-9.180000000000064,-84.18,13.32675296655879,93.62064915085975,UFV — Radiação solar,Residencial (RE),B1,2019-03-13,2025-11-30
ESP016,LSA RAPI,18519958,SETD ESPERANCA,3304557,16899,ESPERANCA AEREO AT/MT,30297.5,1236.46,175,174,1230.96,1233.46,-2.5,-5.5,4.062909480980279,99.55518172848292,UFV — Radiação solar,Residencial (RE),B1,2019-06-05,2025-12-18
CHR024,LDA ELLIS,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,8842.5,1256.04,163,161,1230.83,1241.35,-10.519999999999982,-25.21,13.91947978512864,97.99289831534028,UFV — Radiação solar,Residencial (RE),B1,2016-11-01,2025-12-17
ITP33147,LDA CELESTINO,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,18485.0,1248.32,141,140,1228.28,1240.48,-12.200000000000045,-20.04,6.644738977549364,98.39464239938478,UFV — Radiação solar,Residencial (RE),B1,2019-06-26,2025-12-31
FTL004,LDA COTIARA,18521064,SETD FONTINELE,3300407,15007,FONTINELE,3705.0,2130.9,38,34,1222.3,1225.1,-2.7999999999999545,-908.6,32.99055330634278,57.36073959359894,UTE — Biogás - RU,Comercial (CO),A4,2019-05-31,2025-11-30
JAB013,LDA ALBARDAO,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,12592.5,1208.77,163,162,1202.0500000000002,1202.0500000000002,0.0,-6.72,9.545761365892398,99.4440629731049,UFV — Radiação solar,Residencial (RE),B1,2019-04-22,2025-12-31
PDG29776,LDA CARIBU,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,10840.0,1186.56,111,110,1181.8600000000001,1176.56,5.300000000000182,-4.7,10.902767527675278,99.60389697950379,UFV — Radiação solar,Residencial (RE),B1,2019-06-12,2025-11-12
BAR4841,LDS 4841/LDA PARANA/LDA BISPO,10385907,SETD BARRA,3304557,15013,BARRA AEREO,17145.0,1301.654,145,142,1169.52,1163.9499999999998,5.570000000000164,-132.134,6.821347331583552,89.84876165248215,UFV — Radiação solar,Residencial (RE),B1,2016-01-12,2025-12-31
CAM017,LDA IRAPURU,18520488,SETD CAMARA,3304557,14991,CAMARA,12735.0,1186.25,208,204,1159.1100000000001,1164.15,-5.039999999999964,-27.14,9.101766784452298,97.71211801896735,UFV — Radiação solar,Residencial (RE),B1,2017-09-05,2025-12-15
TRS001,LDA PORTO,18520326,SETD TRES RIOS,3306008,15087,TRES RIOS AEREO AT/MT,8995.0,1404.221,65,61,1158.56,1166.56,-8.0,-245.661,12.880044469149528,82.50553153670256,UFV — Radiação solar,Comercial (CO),B3,2020-04-07,2025-12-09
CUR33347,LDA DENGO,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,14362.5,1225.32,77,75,1158.36,1160.32,-1.9600000000000364,-66.96,8.065169712793733,94.53530506316717,UFV — Radiação solar,Comercial (CO),B3,2017-05-11,2025-12-15
AVD30282,LDS 34560/30282/30589,10385943,SETD ALVORADA,3304557,15004,ALVORADA,11700.0,1174.23,77,77,1149.3899999999999,1174.2299999999998,-24.839999999999918,-24.84,9.823846153846153,97.88457116578522,UFV — Radiação solar,Residencial (RE),B1,2017-03-02,2025-11-30
PDG29023,LDA SITIO,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,18407.5,1138.86,147,146,1133.04,1135.86,-2.8199999999999363,-5.82,6.155317126171398,99.48896264685739,UFV — Radiação solar,Residencial (RE),B1,2019-06-05,2025-11-30
RTO009,LDA ALMIRANTE,18520875,SETD RETIRO,3306305,14995,RETIRO,11100.0,1165.02,143,140,1130.02,1133.52,-3.5,-35.0,10.18036036036036,96.9957597294467,UFV — Radiação solar,Residencial (RE),B1,2019-05-27,2025-12-22
ITP0100,LDA AMERICAS,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,11310.0,1127.85,96,96,1128.25,1127.85,0.40000000000009095,0.4,9.975685234305924,100.03546570909253,UFV — Radiação solar,Residencial (RE),B1,2018-11-09,2025-12-31
ITP000,LDA BENVINDO,10385988,SETD ITAPEBA,3304557,15060,ITAPEBA SUBTERRANEO,11040.0,1153.02,152,150,1123.32,1138.62,-15.299999999999955,-29.7,10.175,97.42415569547796,UFV — Radiação solar,Residencial (RE),B1,2017-02-21,2025-12-18
PCI0016,LDA MELLO,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,11430.0,1122.75,97,97,1116.73,1122.75,-6.019999999999982,-6.02,9.770166229221347,99.46381652193276,UFV — Radiação solar,Residencial (RE),B1,2019-03-19,2025-11-19
TQR33826,LDA LARA,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,9522.5,1522.157,148,146,1106.3500000000001,1106.3500000000001,0.0,-415.807,11.618272512470465,72.68304123687636,UFV — Radiação solar,Residencial (RE),B1,2019-04-12,2025-12-10
MTO00001,LSA BRISA,29148432,SETD MATO ALTO,3304557,16898,MATO ALTO,25805.0,1106.04,141,141,1103.7,1106.04,-2.339999999999918,-2.34,4.277078085642318,99.78843441466854,UFV — Radiação solar,Residencial (RE),B1,2017-08-16,2025-12-04
TRS009,LSA SALVATERRA,18520326,SETD TRES RIOS,3306008,15088,TRES RIOS AEREO MT/MT,18162.5,1535.597,73,67,1101.79,1104.26,-2.4700000000000273,-433.807,6.066290433585685,71.7499448097385,UFV — Radiação solar,Residencial (RE),B1,2020-04-03,2025-12-04
MRP00005,LDA PITAGORAS,224567922,SETD MARAPICU,3303500,15697,MARAPICU,6255.0,1070.3,8,8,1070.3,1070.3,0.0,0.0,17.11111111111111,100.0,UFV — Radiação solar,Comercial (CO),A4,2019-11-21,2025-08-01
ITP33370,LDA ARENA,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,10995.0,1107.26,124,124,1062.26,1107.26,-45.0,-45.0,9.661300591177808,95.93591387749942,UFV — Radiação solar,Residencial (RE),B1,2019-02-26,2025-12-23
NIG016,LDA LIBANO,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,9432.5,1036.61,129,128,1034.1,1031.6100000000001,2.4899999999997817,-2.51,10.9631592896899,99.7578645778065,UFV — Radiação solar,Residencial (RE),B1,2018-04-06,2025-11-30
PDG33499,LDA XINGU,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,7217.5,1027.58,39,39,1027.58,1027.58,0.0,0.0,14.237339799099411,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-10-02,2025-11-30
RTO006,LDA SAVIOGAMA,18520875,SETD RETIRO,3306305,14995,RETIRO,9277.5,1115.52,120,119,1019.8,1025.8,-6.0,-95.72,10.9921853947723,91.41924842226047,UFV — Radiação solar,Residencial (RE),B1,2019-08-30,2025-12-16
CHR008,LDA LOBO,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,11362.5,1033.9,134,133,1016.2699999999999,1031.05,-14.780000000000086,-17.63,8.944070407040703,98.29480607408838,UFV — Radiação solar,Residencial (RE),B1,2017-11-23,2025-12-18
SRP0003,LDA QUINTELA,18520803,SETD SARAPUI,3301702,15000,SARAPUI,14432.5,1018.31,103,101,1010.3100000000001,1012.3100000000001,-2.0,-8.0,7.000242508227958,99.21438461765082,UFV — Radiação solar,Residencial (RE),B1,2018-03-28,2025-12-09
TQR00003,LDA MERINGUAVA,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,8505.0,1013.19,131,131,1010.1899999999999,1013.1899999999999,-3.0,-3.0,11.877601410934744,99.70390548663133,UFV — Radiação solar,Residencial (RE),B1,2017-01-26,2025-12-03
CMS003,LDA TUTOIA,18520839,SETD COSMOS,3304557,16897,COSMOS,10427.5,4040.84,195,187,1006.2800000000001,1006.8400000000001,-0.5600000000000591,-3034.56,9.650251738192281,24.902742994030948,UFV — Radiação solar,Residencial (RE),B1,2019-04-15,2025-12-15
BAR3515,LDA ARQUIMIN,10385907,SETD BARRA,3304557,15013,BARRA AEREO,3180.0,1129.717,89,88,1004.8699999999999,1022.5699999999999,-17.700000000000045,-124.847,31.599685534591192,88.94882523676281,UFV — Radiação solar,Residencial (RE),B1,2017-06-06,2025-11-30
BAR29680,LDA LITORANEA,10385907,SETD BARRA,3304557,15689,BARRA 2,6180.0,1006.32,99,96,993.12,989.9200000000001,3.199999999999932,-13.2,16.06990291262136,98.68829000715478,UFV — Radiação solar,Residencial (RE),B1,2019-01-16,2025-12-15
RTO001,LDA GOIAS,18520875,SETD RETIRO,3306305,14995,RETIRO,9060.0,1075.95,130,127,987.84,993.09,-5.25,-88.11,10.903311258278146,91.81095775826014,UFV — Radiação solar,Residencial (RE),B1,2019-04-17,2025-11-30
PDG29731,LDA DANTAS,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,15092.5,1117.948,113,111,985.4300000000001,994.33,-8.899999999999977,-132.518,6.5292695047208875,88.1463180756171,UFV — Radiação solar,Residencial (RE),B1,2019-04-12,2025-11-30
CSO010,LDA VIOLETA,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,10492.5,1004.91,70,67,975.01,983.41,-8.399999999999977,-29.9,9.29244698594234,97.0246091689803,UFV — Radiação solar,Comercial (CO),A4,2019-06-24,2025-12-05
CUR33800,LDA GUERE,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,9240.0,987.97,159,157,971.5200000000001,978.9700000000001,-7.4500000000000455,-16.45,10.514285714285716,98.33496968531435,UFV — Radiação solar,Residencial (RE),B1,2019-09-06,2025-12-04
SCO0001,LDA JOASEIRA,10386060,SETD SAO CONRADO,3304557,15053,SAO CONRADO AEREO,6877.5,1032.7,72,71,968.6999999999999,1012.6999999999999,-44.0,-64.0,14.085059978189749,93.80265323908202,UFV — Radiação solar,Residencial (RE),B1,2016-08-24,2025-11-30
GNB24905,LDA ZUMBI,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,10875.0,984.29,123,122,963.0500000000002,978.2900000000002,-15.240000000000009,-21.24,8.855632183908048,97.84209938127992,UFV — Radiação solar,Residencial (RE),B1,2017-10-30,2025-11-30
VRD003,LDA AGUALIMPA,18520470,SETD VOLTA REDONDA,3306305,15084,VOLTA REDONDA AEREO AT/MT,9222.5,1004.0,154,152,961.82,985.0,-23.17999999999995,-42.18,10.429059365681757,95.7988047808765,UFV — Radiação solar,Residencial (RE),B1,2019-03-07,2025-12-23
TQR33859,LDA CURUMAU,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,10997.5,993.34,124,124,960.8399999999999,993.3399999999999,-32.5,-32.5,8.736894748806545,96.72820987778604,UFV — Radiação solar,Residencial (RE),B1,2019-07-26,2025-12-16
CHR020,LDA ABDIEL,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,14047.5,958.51,121,121,957.1099999999999,958.51,-1.400000000000091,-1.4,6.813383164264103,99.85393996932739,UFV — Radiação solar,Residencial (RE),B1,2019-03-20,2025-12-19
BRI002,LSS 20208,18521208,SETD BRISAMAR,3302007,15006,BRISA MAR,21995.0,963.09,122,120,955.8900000000001,953.0899999999999,2.800000000000182,-7.2,4.345942259604456,99.25240631716663,UFV — Radiação solar,Residencial (RE),B1,2019-05-18,2025-11-30
QMD004,LSA HEMETERIO,18520893,SETD QUEIMADOS,3304144,15698,QUEIMADOS AEREO,49472.5,1259.325,47,43,954.52,954.52,0.0,-304.805,1.929395118500177,75.79616064161355,UFV — Radiação solar,Comercial (CO),B3,2019-10-28,2025-12-10
CCD3348,LDA PEDRAS,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,9610.0,1429.05,22,21,948.3299999999999,1169.0899999999997,-220.75999999999976,-480.72,9.868158168574402,66.36086910884853,UFV — Radiação solar,Comercial (CO),A4,2019-09-20,2025-08-21
GDN0004,LDA AYRTON,457474244,SETD GARDENIA,3304557,16903,GARDENIA,4422.5,945.95,21,21,945.95,945.95,0.0,0.0,21.389485585076315,100.0,UFV — Radiação solar,Comercial (CO),B3,2020-01-24,2025-11-30
RFR004,LSA CANARIO,18520767,SETD ROCHA FREIRE,3303500,15693,ROCHA FREIRE AEREO AT/MT,29727.5,1369.311,64,60,934.23,905.38,28.850000000000023,-435.081,3.142645698427382,68.22628314531907,UFV — Radiação solar,Residencial (RE),B1,2016-12-29,2025-11-10
CXS012,LDA CONDEUBA,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,13230.0,1113.988,46,45,933.28,976.28,-43.0,-180.708,7.05427059712774,83.77828127412504,UFV — Radiação solar,Comercial (CO),B3,2018-05-08,2025-12-02
ITG0008,LDA MONICA,310129856,SETD ITAGUAI,3302007,15694,ITAGUAI,11722.5,1180.59,105,101,930.6899999999999,930.6899999999999,0.0,-249.9,7.939347408829175,78.83261758951033,UFV — Radiação solar,Residencial (RE),B1,2020-04-27,2025-12-31
CXS008,LDA IGUANA,18520785,SETD CAXIAS,3301702,15700,CAXIAS AEREO,9577.5,1209.573,102,98,929.4699999999999,931.83,-2.3600000000001273,-280.103,9.704724614983032,76.84281973886651,UFV — Radiação solar,Residencial (RE),B1,2017-09-26,2025-12-31
VRD006,LDA AGOSTINHO,18520470,SETD VOLTA REDONDA,3306305,15084,VOLTA REDONDA AEREO AT/MT,7732.5,951.89,94,90,928.2899999999998,928.2899999999998,0.0,-23.6,12.005043646944712,97.52072193215601,UFV — Radiação solar,Residencial (RE),B1,2019-09-26,2025-12-01
NIG005,LDA BARONI,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,20167.5,938.24,93,92,928.24,928.24,0.0,-10.0,4.602652782942854,98.93417462482947,UFV — Radiação solar,Residencial (RE),B1,2019-05-02,2025-12-06
GVD9901,LDA MONJOL,1213,SETD GOVERNADOR,3304557,15040,GOVERNADOR AEREO,6522.5,981.07,33,33,924.37,981.07,-56.700000000000045,-56.7,14.17201993100805,94.22059588000856,UFV — Radiação solar,Comercial (CO),B3,2019-04-10,2025-11-30
REC0015,LDA RAMIDAN,132097219,SETD RECREIO,3304557,14999,RECREIO,17880.0,926.63,133,132,917.96,918.63,-0.6699999999999591,-8.67,5.13400447427293,99.06435146714439,UFV — Radiação solar,Residencial (RE),B1,2019-04-25,2025-11-30
STC00013,LDA VESPA,34192093,SETD SANTA CLARA,3304144,15052,SANTA CLARA AEREO,10642.5,930.01,106,103,911.07,917.0100000000001,-5.940000000000055,-18.94,8.560676532769556,97.96346275846497,UFV — Radiação solar,Residencial (RE),B1,2018-04-06,2025-11-30
ITG0004,LDA NACOES,310129856,SETD ITAGUAI,3302007,15694,ITAGUAI,1235.0,909.59,9,9,909.59,909.59,0.0,0.0,73.651012145749,100.0,UFV — Radiação solar,Comercial (CO),A4,2021-07-05,2025-11-04
TRS008,LDA SETEMBRO,18520326,SETD TRES RIOS,3306008,15087,TRES RIOS AEREO AT/MT,14117.5,1232.83,51,51,905.63,1232.83,-327.19999999999993,-327.2,6.414945989020719,73.45943885207207,UFV — Radiação solar,Comercial (CO),B3,2019-03-18,2025-12-31
VRD009,LDA MURY/MONTCASTELO,18520470,SETD VOLTA REDONDA,3306305,15084,VOLTA REDONDA AEREO AT/MT,7830.0,909.18,118,117,898.86,898.5400000000001,0.31999999999993634,-10.32,11.479693486590039,98.86491123869861,UFV — Radiação solar,Residencial (RE),B1,2019-06-11,2025-11-30
IMT010,LDA MASSARANDUBA,18520929,SETD INMETRO,3301702,14997,INMETRO,6487.5,925.94,112,110,898.23,905.94,-7.710000000000036,-27.71,13.845549132947976,97.00736548804457,UFV — Radiação solar,Residencial (RE),B1,2018-07-16,2025-12-05
REC7,LDA MALBATA,132097219,SETD RECREIO,3304557,14999,RECREIO,14882.5,919.73,136,135,895.98,903.98,-8.0,-23.75,6.0203594826138085,97.41772041794874,UFV — Radiação solar,Residencial (RE),B1,2016-05-14,2025-12-11
NIG030,LSA CONCORDIA,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,24995.0,894.31,53,53,894.31,894.31,0.0,0.0,3.5779555911182235,100.0,UFV — Radiação solar,Industrial (IN),A4,2020-08-06,2025-12-04
ITP0002,LDS 37938,10385988,SETD ITAPEBA,3304557,15060,ITAPEBA SUBTERRANEO,8832.5,927.17,64,63,894.05,907.17,-13.120000000000005,-33.12,10.122275686385509,96.42783955477421,UFV — Radiação solar,Residencial (RE),B1,2016-08-04,2025-11-30
VVQ9939,LDA JOLIVA,1177,SETD VILA VALQUEIRE,3304557,15032,VILA VALQUEIRE,9277.5,908.7,78,76,889.29,895.1999999999999,-5.909999999999968,-19.41,9.585448666127729,97.86398151205017,UFV — Radiação solar,Residencial (RE),B1,2019-05-13,2025-12-09
PCI0004,LDA APORUNA,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,12510.0,930.89,64,62,883.7399999999999,888.7399999999999,-5.0,-47.15,7.064268585131893,94.9349547207511,UFV — Radiação solar,Comercial (CO),A4,2018-06-25,2025-09-18
QMD007,LSA TUPIARA,18520893,SETD QUEIMADOS,3304144,15698,QUEIMADOS AEREO,29120.0,956.8,77,75,875.59,877.7,-2.1100000000000136,-81.21,3.0068337912087912,91.51233277591973,UFV — Radiação solar,Residencial (RE),B1,2019-05-22,2025-12-02
PDG0005,LDA ZOASTRO,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,9720.0,902.8,77,75,870.58,889.8000000000001,-19.220000000000027,-32.22,8.956584362139917,96.43110323438192,UFV — Radiação solar,Residencial (RE),B1,2019-05-06,2025-12-12
CAM006,LDA ESTANCIA,18520488,SETD CAMARA,3304557,14991,CAMARA,9855.0,868.49,60,60,868.49,868.49,0.0,0.0,8.812683916793507,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-03-18,2025-11-30
TRS004,LDA SPINO,18520326,SETD TRES RIOS,3306008,15087,TRES RIOS AEREO AT/MT,7575.0,880.58,70,68,868.14,871.14,-3.0,-12.44,11.46059405940594,98.58729473755933,UFV — Radiação solar,Residencial (RE),B1,2020-06-03,2025-12-19
ITP0006,LDA MARTINS,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,17322.5,886.81,81,80,867.8100000000001,876.8100000000001,-9.0,-19.0,5.009727233367008,97.85748920287323,UFV — Radiação solar,Residencial (RE),B1,2019-04-24,2025-11-30
PDG33434,LDA MENTA,10385916,SETD PORTA DAGUA,3304557,16903,GARDENIA,12037.5,858.47,60,60,858.4699999999999,858.4699999999999,0.0,-0.0,7.131630321910695,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-04-14,2025-11-30
CMS009,LDA IMBO,18520839,SETD COSMOS,3304557,16897,COSMOS,12570.0,882.31,119,114,855.4099999999999,849.81,5.599999999999909,-26.9,6.805171042163881,96.95118495766793,UFV — Radiação solar,Residencial (RE),B1,2020-02-14,2025-12-05
TUR003,LDA MIRINDA,1294,SETD TURIACU,3304557,15002,TURIACU,7672.5,856.92,102,101,850.7800000000002,851.8200000000002,-1.0399999999999636,-6.14,11.08869338546758,99.2834803715633,UFV — Radiação solar,Residencial (RE),B1,2019-04-03,2025-12-05
GDN0013,LDA BUENO,457474244,SETD GARDENIA,3304557,16903,GARDENIA,21437.5,850.53,23,23,850.53,850.53,0.0,0.0,3.9674868804664722,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-10-30,2025-04-24
PDG33670,LDA CRAME,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,12507.5,856.89,134,134,847.3699999999999,856.8899999999999,-9.519999999999982,-9.52,6.774895062962221,98.88900558998236,UFV — Radiação solar,Residencial (RE),B1,2019-05-10,2025-12-01
NIG008,LDA HAITI,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,8820.0,889.89,109,107,846.69,848.8900000000001,-2.2000000000000455,-43.2,9.599659863945579,95.14546741732124,UFV — Radiação solar,Residencial (RE),B1,2019-04-04,2025-12-31
ABR009,LDA ORMINDA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,10342.5,1212.6,114,112,844.0,1199.1000000000001,-355.10000000000014,-368.6,8.16050277979212,69.60250700973116,UFV — Radiação solar,Residencial (RE),B1,2019-03-26,2025-12-12
CCD641,LDA ABOLICAO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,8902.5,843.49,41,41,843.49,843.49,0.0,0.0,9.474754282504914,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-09-16,2025-12-04
FTL007,LDA MARIANO,18521064,SETD FONTINELE,3300407,15007,FONTINELE,7095.0,928.53,102,99,841.9300000000001,890.53,-48.59999999999991,-86.6,11.866525722339675,90.67343004534048,UFV — Radiação solar,Residencial (RE),B1,2019-03-07,2025-11-30
TQR00001,LDA MAPENDI,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,13757.5,837.79,52,52,833.79,837.79,-4.0,-4.0,6.060621479193167,99.5225533844997,UFV — Radiação solar,Comercial (CO),B3,2019-07-10,2025-11-21
FTL006,LDA BARBARA,18521064,SETD FONTINELE,3300407,15007,FONTINELE,9292.5,853.73,135,131,832.48,832.48,0.0,-21.25,8.958622545063223,97.51092265704614,UFV — Radiação solar,Residencial (RE),B1,2017-01-19,2025-12-06
FTL005,LDA MIDIA,18521064,SETD FONTINELE,3300407,15007,FONTINELE,6675.0,836.08,130,130,831.5799999999999,836.0799999999999,-4.5,-4.5,12.45812734082397,99.46177399291933,UFV — Radiação solar,Residencial (RE),B1,2019-04-18,2025-12-03
TQR33842,LDA FOME,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,6562.5,852.19,122,120,830.91,838.1899999999999,-7.279999999999973,-21.28,12.661485714285714,97.50290428190895,UFV — Radiação solar,Residencial (RE),B1,2018-02-19,2025-11-30
NIG013,LDA AGUIA,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,8482.5,852.69,92,91,830.8900000000001,827.69,3.2000000000000455,-21.8,9.795343353964045,97.44338505201188,UFV — Radiação solar,Residencial (RE),B1,2019-05-08,2025-12-02
GDN0012,LDA EMBAIXADOR,457474244,SETD GARDENIA,3304557,16903,GARDENIA,19825.7,1012.823,72,70,827.1,827.1,0.0,-185.723,4.171857740205894,81.66283743556377,UFV — Radiação solar,Comercial (CO),B3,2019-07-05,2025-12-12
CSO004,LDA PALMAS,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,9405.0,1126.46,72,70,826.4,847.4599999999999,-21.059999999999945,-300.06,8.786815523657628,73.36256946540489,UFV — Radiação solar,Comercial (CO),B3,2019-04-04,2025-12-08
CUR33332,LDA JURANDA,10386042,SETD CURICICA,3304557,16901,CURICICA AEREO,10695.0,829.64,77,77,822.9599999999999,829.6399999999999,-6.67999999999995,-6.68,7.694810659186534,99.19483149317774,UFV — Radiação solar,Residencial (RE),B1,2019-04-01,2025-12-04
PDG0006,LDA QUITITE,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,22082.5,826.31,111,110,816.31,821.31,-5.0,-10.0,3.696637608966376,98.78980043809224,UFV — Radiação solar,Residencial (RE),B1,2019-03-20,2025-12-04
AFR011,LDA BEIRUTE,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,11007.5,830.71,108,105,815.6099999999999,819.21,-3.6000000000001364,-15.1,7.409584374290255,98.18227781054759,UFV — Radiação solar,Residencial (RE),B1,2019-04-10,2025-12-12
CHR021,LDA MOINHO,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,13337.5,828.41,139,138,811.9599999999999,810.41,1.5499999999999545,-16.45,6.087797563261479,98.01426829709925,UFV — Radiação solar,Residencial (RE),B1,2019-04-26,2025-11-30
PDG33010,LDA PIZA,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,8692.5,945.374,92,91,810.01,823.81,-13.799999999999955,-135.364,9.318492953695715,85.68143401447469,UFV — Radiação solar,Residencial (RE),B1,2019-01-16,2025-12-04
