CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
TRV705,TRV907,10385898,10385898,SETD TROVAO,SETD TROVAO,15020,15020,TROVAO AEREO,TROVAO AEREO,5,1,11077345;11091823;11091949;508740290;508740300,508740290
VVQ33460,VVQ9898,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,5,1,1582125;1592275;463245414;7300874;978967653,978967653
ABR00019,ABR012,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,5,0,107569200;107880111;133479057;20766232;20820952,
ABR001,ABR011,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,5,0,20671314;20671342;20671461;20671524;20702828,
ABR005,ABR017,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,5,0,1022530322;20766183;20766358;20806949;20807040,
BPD24650,BPD4813,10385961,10385961,SETD BAEPENDI,SETD BAEPENDI,15026,15026,BAEPENDI AEREO,BAEPENDI AEREO,5,0,11039639;11240896;11307562;11307604;29413994,
BPN00001,BPN33195,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,5,0,1580991;1581026;1581061;1581068;99986843,
BPN29575,BPN29858,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,5,0,1612939;1612974;1627198;1627205;1627338,
CAM008,CAM016,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,5,0,20232765;20232828;20232877;20232905;20232919,
CBI24955,CBI24970,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,5,0,1589699;1594550;1594599;1594641;1594753,
CRM0003,CRM0008,280389625,280389625,SETD CARMARI,SETD CARMARI,15691,15691,CARMARI,CARMARI,5,0,165229412;20715785;20775055;20775062;20776210,
CRM0010,CRM0012,280389625,280389625,SETD CARMARI,SETD CARMARI,15691,15691,CARMARI,CARMARI,5,0,20723079;20723100;20723107;253230093;290334534,
CRO00010,CRO003,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,15035,15035,COELHO DA ROCHA,COELHO DA ROCHA,5,0,20712978;20713013;20713076;20713083;20777568,
CRO0035,CRO011,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,15035,14996,COELHO DA ROCHA,ROSALI,5,0,20813056;20813070;20813112;346380469;398157604,
CRO005,CRO014,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,15035,15035,COELHO DA ROCHA,COELHO DA ROCHA,5,0,20715092;20715106;20715176;20715288;31046887,
ESP016,ESP017,18519958,18519958,SETD ESPERANCA,SETD ESPERANCA,16899,16900,ESPERANCA AEREO AT/MT,PACIENCIA,5,0,22415299;22415797;23651342;28344822;675726427,
GDL00002,GDL24813,1258,1258,SETD GUADALUPE,SETD GUADALUPE,15036,15036,GUADALUPE AEREO,GUADALUPE AEREO,5,0,110669349;1621885;1622039;461652269;807943075,
GNB29340,GNB29528,1150,1150,SETD GUANABARA,SETD GUANABARA,15037,15037,GUANABARA AEREO,GUANABARA AEREO,5,0,1608543;1608592;1608641;1608655;469982679,
ITG0003,ITG0007,310129856,310129856,SETD ITAGUAI,SETD ITAGUAI,15694,15694,ITAGUAI,ITAGUAI,5,0,20701890;20701897;20702156;20791200;20791256,
ITG0009,ITG0010,310129856,310129856,SETD ITAGUAI,SETD ITAGUAI,15694,15694,ITAGUAI,ITAGUAI,5,0,116092806;20677040;20701820;20738654;282506661,
JAB00020,STS004,18520749,18521136,SETD JABOATAO,SETD SANTISSIMO,15029,15042,JABOATAO AEREO,SANTISSIMO AEREO,5,0,20722666;20767401;20781047;20781117;789421898,
LPD29168,LPD29232,10386033,10386033,SETD LEOPOLDO,SETD LEOPOLDO,15030,15030,LEOPOLDO AEREO,LEOPOLDO AEREO,5,0,11008201;11008390;11056840;11056861;489664102,
MNB006,MNB011,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,5,0,20708666;20708687;20728091;305763796;918250450,
MTC004,MTC008,1276,1276,SETD MATURACA,SETD MATURACA,15031,15031,MATURACA AEREO,MATURACA AEREO,5,0,132789081;15591516;1604644;1604665;1604679,
NIG009,NIG017,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,5,0,20737338;20803498;20803505;20803547;308374572,
PDD29513,PDD9873,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,5,0,1553962;1554018;1554067;1607262;1626071,
PDD9861,PDD9896,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,5,0,1593227;1593234;1593269;1593353;1593395,
REC00005,REC0001,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,5,0,1015686134;11055713;11055797;11092656;428060274,
ROS008,ROS011,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,5,0,109097660;118660551;20691740;20691852;398410602,
RTO002,RTO006,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,5,0,1003353306;20661973;20662043;20662092;501517732,
RTO007,RTO009,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,5,0,20661399;20661525;20661581;20661616;474203762,
SCO4200,SCO4534,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,5,0,11036041;11238572;11238586;11238593;38831865,
STC00003,STC00013,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,5,0,104593359;178323974;20735616;20735721;97886191,
VRD006,VRD011,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,5,0,20232996;20233045;20233150;654787877;654787887,
WLS00013,WLS006,18519994,18519994,SETD WASHINGTON LUIS,SETD WASHINGTON LUIS,15073,15073,WASHINGTON LUIS AEREO,WASHINGTON LUIS AEREO,5,0,107199812;109926496;20679742;20693469;20697739,
AGR001,AGR010,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,4,2,1631699;1631839;996839279;999617537,996839279;999617537
AVD30048,AVD30081,10385943,10385943,SETD ALVORADA,SETD ALVORADA,15004,15004,ALVORADA,ALVORADA,4,2,10917756;10917777;50618160;60000226,10917756;10917777
AVD33340,BAR29680,10385943,10385907,SETD ALVORADA,SETD BARRA,15004,15689,ALVORADA,BARRA 2,4,2,136077766;136078788;654491481;654491552,136077766;654491481
BPD9837,SAT24350,10385961,10385970,SETD BAEPENDI,SETD SANTO ANTONIO,15026,15085,BAEPENDI AEREO,SANTO ANTONIO AEREO URBANO,4,2,11307443;11307975;972895966;997569259,972895966;997569259
CXS0025,CXS006,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,4,2,20719026;804811704;989659716;996500057,989659716;996500057
FTL006,RTO00014,18521064,18520875,SETD FONTINELE,SETD RETIRO,15007,14995,FONTINELE,RETIRO,4,2,20701407;20737744;680732185;711077813,680732185;711077813
GDL29735,GDL29746,1258,1258,SETD GUADALUPE,SETD GUADALUPE,15036,15036,GUADALUPE AEREO,GUADALUPE AEREO,4,2,1590511;456967613;761257563;991128258,761257563;991128258
IMT004,IMT012,18520929,18520929,SETD INMETRO,SETD INMETRO,14997,14997,INMETRO,INMETRO,4,2,20662680;20722211;960924322;961658541,960924322;961658541
ITP0002,ITP0003,10385988,10385988,SETD ITAPEBA,SETD ITAPEBA,15060,15066,ITAPEBA SUBTERRANEO,ITAPEBA AEREO URBANO,4,2,10917658;10917805;38560969;47672150,10917658;10917805
JDB1024,JDB932,10385880,10385880,SETD JARDIM BOTANICO,SETD JARDIM BOTANICO,15071,15071,JARDIM BOTANICO AEREO,JARDIM BOTANICO AEREO,4,2,11080803;11278500;461471995;936615942,461471995;936615942
TER29079,TER936,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,4,2,107917241;1553458;740496075;782444144,740496075;782444144
TUR004,TUR007,1294,1294,SETD TURIACU,SETD TURIACU,15002,15002,TURIACU,TURIACU,4,2,1581607;980285905;980286002;999518762,980285905;999518762
ABR005,NIG029,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,4,1,20682297;20766155;520828207;990003231,990003231
AGR006,AGR010,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,4,1,1611805;1631643;1631650;996783459,996783459
BAR30673,BAR4472,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,4,1,10917833;11119506;40385571;425810232,10917833
BAR33368,BAR4998,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,4,1,11092747;50627290;522739696;54984925,54984925
BMT29601,BMT29811,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,4,1,1618959;1618994;1619078;969434972,969434972
BMT29822,CBI33791,1195,1141,SETD BOCA DO MATO,SETD CACHAMBI,15055,15027,BOCA DO MATO AEREO,CACHAMBI AEREO,4,1,1589503;1589510;1596398;798817177,798817177
BMT29868,BMT29877,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,4,1,163008957;1631118;1631209;984589317,984589317
BPD4431,BPD9837,10385961,10385961,SETD BAEPENDI,SETD BAEPENDI,15026,15026,BAEPENDI AEREO,BAEPENDI AEREO,4,1,11306666;11307499;550770253;550770262,550770253
CAM004,CAM020,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,4,1,20730814;20730828;20745020;463086607,463086607
CBI24898,CBI24955,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,4,1,1594557;1594648;1596349;966789875,966789875
CBI33795,TRG636,1141,1204,SETD CACHAMBI,SETD TRIAGEM,15027,15024,CACHAMBI AEREO,TRIAGEM AEREO,4,1,1585884;1589594;1589734;798844921,798844921
CEN005,SCI008,18520353,18520299,SETD CENTENARIO,SETD SANTA CECILIA,15089,15090,CENTENARIO AEREO MT/MT,SANTA CECILIA AEREO MT/MT,4,1,133131322;20681583;20805584;999385622,999385622
CEN006,SCI007,18520353,18520299,SETD CENTENARIO,SETD SANTA CECILIA,15089,15090,CENTENARIO AEREO MT/MT,SANTA CECILIA AEREO MT/MT,4,1,20768920;20813966;20813994;999471500,999471500
CHR012,CHR013,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,4,1,20669557;20746441;533950509;533950519,533950519
CMT29124,CMT29131,10386051,10386051,SETD CAMPO MARTE,SETD CAMPO MARTE,15047,15047,CAMPO MARTE AEREO,CAMPO MARTE AEREO,4,1,11074622;11074713;482035939;482035948,482035939
CRM0004,CRM0009,280389625,280389625,SETD CARMARI,SETD CARMARI,15691,15691,CARMARI,CARMARI,4,1,20707903;285701338;745563023;745563033,745563033
CRM0004,NIG029,280389625,18519976,SETD CARMARI,SETD NOVA IGUACU,15691,15692,CARMARI,NOVA IGUACU,4,1,20719691;295040762;782916515;987405364,987405364
CRO0035,ROS012,18521055,18519985,SETD COELHO DA ROCHA,SETD ROSALI,15035,14996,COELHO DA ROCHA,ROSALI,4,1,109037783;20722862;20722883;766801137,766801137
CSO007,CSO013,18520821,18520821,SETD COMENDADOR SOARES,SETD COMENDADOR SOARES,15048,15048,COMENDADOR SOARES,COMENDADOR SOARES,4,1,20678370;20678552;20678566;985979753,985979753
CUR33133,CUR33800,10386042,10386042,SETD CURICICA,SETD CURICICA,16901,16901,CURICICA AEREO,CURICICA AEREO,4,1,11077002;11077009;11077177;502436646,502436646
CUR33311,PDG33670,10386042,10385916,SETD CURICICA,SETD PORTA DAGUA,16901,16902,CURICICA AEREO,PORTA DAGUA AEREO,4,1,11036342;132333233;136644277;770240635,770240635
CUR33311,TQR00001,10386042,10385871,SETD CURICICA,SETD TAQUARA,16901,15023,CURICICA AEREO,TAQUARA AEREO,4,1,11036244;136055736;138121218;539047357,539047357
CUR33338,CUR33800,10386042,10386042,SETD CURICICA,SETD CURICICA,16901,16901,CURICICA AEREO,CURICICA AEREO,4,1,110433108;11092341;11092355;755971644,755971644
CXS011,CXS018,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,4,1,145566631;20736834;489772782;971165453,971165453
CXS012,CXS018,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,4,1,20692636;20728966;30444735;967541332,967541332
ESP001,ESP012,18519958,18519958,SETD ESPERANCA,SETD ESPERANCA,16899,16899,ESPERANCA AEREO AT/MT,ESPERANCA AEREO AT/MT,4,1,20777316;20777330;20777351;995709991,995709991
ESP003,ESP009,18519958,18519958,SETD ESPERANCA,SETD ESPERANCA,16899,16899,ESPERANCA AEREO AT/MT,ESPERANCA AEREO AT/MT,4,1,140718676;20670572;20714798;776389613,776389613
GDL0007,GDL29969,1258,1258,SETD GUADALUPE,SETD GUADALUPE,15036,15036,GUADALUPE AEREO,GUADALUPE AEREO,4,1,1582048;540490137;562033146;562033155,562033146
LPD29145,LPD33251,10386033,10386033,SETD LEOPOLDO,SETD LEOPOLDO,15030,15030,LEOPOLDO AEREO,LEOPOLDO AEREO,4,1,11039149;11039247;532657939;985284125,985284125
MNB007,MNB020,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,4,1,20687225;20687337;20687344;994013861,994013861
MNB007,MNB021,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,4,1,20820581;583335625;759406895;87202741,759406895
MNB010,MNB019,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,4,1,20735343;20735413;20735448;759557179,759557179
MRT29629,SJO0007,1312,310718139,SETD MERITI,SETD SAO JOAO,14993,15699,MERITI,SAO JOAO,4,1,20705089;20759404;764538182;764538195,764538195
MTC004,MTC005,1276,1276,SETD MATURACA,SETD MATURACA,15031,15031,MATURACA AEREO,MATURACA AEREO,4,1,1604595;1604735;367871351;679250745,679250745
MTO00002,STS001,29148432,18521136,SETD MATO ALTO,SETD SANTISSIMO,16900,15042,PACIENCIA,SANTISSIMO AEREO,4,1,135518664;20816976;478231387;978761556,978761556
NIG011,NIG016,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,4,1,1008999908;20725095;20725179;393145776,1008999908
NIG026,NIG029,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,14993,15692,MERITI,NOVA IGUACU,4,1,20814155;29226970;440482830;464602373,464602373
PDD29513,PDD29568,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,4,1,1603594;1603678;1628353;974209945,974209945
PDD9861,PDD9870,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,4,1,1610566;1610601;1610685;745090656,745090656
PDG29023,PDG33647,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,4,1,11077702;512716501;628864966;628864975,628864975
PMG001,PMG0016,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,4,1,20659628;20659740;20659782;757843836,757843836
PMG0018,PMG010,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,4,1,20661371;20671734;485320783;757873893,757873893
PVN0005,PVN70277,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,14994,PAVUNA,PAVUNA,4,1,1625063;338002280;355779382;531983765,355779382
REC00002,REC00004,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,4,1,11025094;332841101;618490661;618490692,618490692
RFR002,RFR006,18520767,18520767,SETD ROCHA FREIRE,SETD ROCHA FREIRE,15693,15693,ROCHA FREIRE AEREO AT/MT,ROCHA FREIRE AEREO AT/MT,4,1,20685902;20739830;705796294;705796306,705796306
SCI003,SCI007,18520299,18520299,SETD SANTA CECILIA,SETD SANTA CECILIA,15082,15090,SANTA CECILIA AEREO AT/MT,SANTA CECILIA AEREO MT/MT,4,1,20684222;20684229;731753507;731753516,731753516
SRD0005,SRD001,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,4,1,20718592;40526886;685034703;790495562,685034703
SRD001,SRD004,18521154,18521154,SETD SEROPEDICA,SETD SEROPEDICA,15043,15043,SEROPEDICA AEREO,SEROPEDICA AEREO,4,1,159496360;276110177;42875764;936147879,936147879
SRP00012,SRP008,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,4,1,20808055;221128132;645242290;645242299,645242290
SRP008,SRP011,18520803,18520803,SETD SARAPUI,SETD SARAPUI,15000,15000,SARAPUI,SARAPUI,4,1,160436836;20691236;20691299;20691327,160436836
STC00002,STC00006,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,4,1,20685839;20704809;690161841;690161850,690161850
STC00003,STC00007,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,4,1,20735581;20735693;29737651;690432359,690432359
STC00005,STC00010,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,4,1,20817739;31913502;40926162;967597151,967597151
STC00011,STC00013,34192093,34192093,SETD SANTA CLARA,SETD SANTA CLARA,15052,15052,SANTA CLARA AEREO,SANTA CLARA AEREO,4,1,1002528819;20695688;20717423;686919867,1002528819
STS003,STS004,18521136,18521136,SETD SANTISSIMO,SETD SANTISSIMO,15042,15042,SANTISSIMO AEREO,SANTISSIMO AEREO,4,1,20733439;20733502;20733530;998604111,998604111
TER870,TER895,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,4,1,141221111;1623096;347144186;878788633,878788633
TRS003,TRS008,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15087,TRES RIOS AEREO AT/MT,TRES RIOS AEREO AT/MT,4,1,20804093;20804100;20804156;561273192,561273192
TUR003,TUR012,1294,1294,SETD TURIACU,SETD TURIACU,15002,15002,TURIACU,TURIACU,4,1,1002159556;1602586;1602663;1624321,1002159556
VRD011,VRD019,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15086,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO MT/MT,4,1,20680932;20681079;865301185;865301195,865301195
VRD012,VRD014,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,4,1,20769501;20803869;488240697;655470684,655470684
VRD016,VRD017,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,,15086,,VOLTA REDONDA AEREO MT/MT,4,1,20733656;20820119;20820140;654036439,654036439
WLS002,WLS006,18519994,18519994,SETD WASHINGTON LUIS,SETD WASHINGTON LUIS,15073,15073,WASHINGTON LUIS AEREO,WASHINGTON LUIS AEREO,4,1,107435903;25394051;719056128;989595302,989595302
ABR009,ABR014,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,4,0,20745916;20802896;20802910;20803043,
AFR008,AFR014,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,4,0,152376920;20789030;20789037;20789044,
AFR014,CAM001,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,4,0,20805815;20805913;20806060;20806067,
AGR004,AGR011,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,4,0,137172013;1613639;1613688;1613695,
AGR008,AGR011,1285,1285,SETD AGUA GRANDE,SETD AGUA GRANDE,15045,15045,AGUA GRANDE AEREO,AGUA GRANDE AEREO,4,0,1601137;1601347;1601361;1613625,
BAR29691,BAR99999,10385907,10385907,SETD BARRA,SETD BARRA,15013,15013,BARRA AEREO,BARRA AEREO,4,0,437700333;459737159;994713735;995272047,
BMT29822,BMT33497,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,4,0,1585674;1589440;470364841;754228258,
BMT29877,BMT29884,1195,1195,SETD BOCA DO MATO,SETD BOCA DO MATO,15055,15055,BOCA DO MATO AEREO,BOCA DO MATO AEREO,4,0,1630964;1631076;1631146;1631216,
BPN29869,BPN29904,1159,1159,SETD BRAS DE PINA,SETD BRAS DE PINA,15017,15017,BRAS DE PINA,BRAS DE PINA,4,0,138047989;1628444;1628591;1628717,
BRI00005,ESP018,18521208,18519958,SETD BRISAMAR,SETD ESPERANCA,15006,15070,BRISA MAR,ESPERANCA AEREO MT/MT,4,0,20707028;20776994;20777001;20777050,
CAM003,CAM007,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,4,0,20805465;20805479;20805500;20805514,
CAM004,CAM015,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,4,0,20730758;20730835;20730856;20730863,
CAM006,CAM012,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,4,0,20231057;20231106;20231113;20231246,
CAM007,PMG007,18520488,18520479,SETD CAMARA,SETD PADRE MIGUEL,14991,15019,CAMARA,PADRE MIGUEL,4,0,20680631;20680638;20680652;20680729,
CAM009,CAM015,18520488,18520488,SETD CAMARA,SETD CAMARA,14991,14991,CAMARA,CAMARA,4,0,20690039;20694526;20694547;20694631,
CBI24876,CBI24963,1141,1141,SETD CACHAMBI,SETD CACHAMBI,15027,15027,CACHAMBI AEREO,CACHAMBI AEREO,4,0,1595516;1617440;807224835;807224913,
CHR020,STS001,18520758,18521136,SETD CACHAMORRA,SETD SANTISSIMO,15011,15042,CACHAMORRA,SANTISSIMO AEREO,4,0,20683347;20683431;20683459;23008307,
CLG0001,CLG0014,1249,1249,SETD COLEGIO,SETD COLEGIO,15021,15021,COLEGIO AEREO,COLEGIO AEREO,4,0,139628357;1613947;1613996;1630796,
CLG0003,CLG0006,1249,1249,SETD COLEGIO,SETD COLEGIO,15021,15021,COLEGIO AEREO,COLEGIO AEREO,4,0,1605967;1605995;1606114;96705309,
CLG0008,CLG0014,1249,1249,SETD COLEGIO,SETD COLEGIO,15021,15021,COLEGIO AEREO,COLEGIO AEREO,4,0,1602341;1602411;1602418;1613842,
CMS008,CMS015,18520839,18520839,SETD COSMOS,SETD COSMOS,16897,16897,COSMOS,COSMOS,4,0,20746735;23458483;465083168;56728211,
CMT29137,CMT29359,10386051,10386051,SETD CAMPO MARTE,SETD CAMPO MARTE,15047,15047,CAMPO MARTE AEREO,CAMPO MARTE AEREO,4,0,11094630;11120969;455078519;636594103,
CRO00010,CRO012,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,15035,15035,COELHO DA ROCHA,COELHO DA ROCHA,4,0,123285064;20777484;20777596;96700923,
CRO0016,CRO015,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,14996,15035,ROSALI,COELHO DA ROCHA,4,0,20728728;359596906;360378272;395842589,
CSO005,NIG030,18520821,18519976,SETD COMENDADOR SOARES,SETD NOVA IGUACU,15048,15692,COMENDADOR SOARES,NOVA IGUACU,4,0,20802497;20802504;20802518;20802532,
CSO010,CSO014,18520821,18520821,SETD COMENDADOR SOARES,SETD COMENDADOR SOARES,15048,15048,COMENDADOR SOARES,COMENDADOR SOARES,4,0,135355739;20819412;20819482;20819489,
CXS007,CXS008,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,4,0,20685692;20685713;20685790;20775636,
CXS013,CXS021,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,4,0,20704991;20705005;20705019;264282838,
CXS023,CXS024,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15699,CAXIAS AEREO,SAO JOAO,4,0,20677215;20677306;20677313;20787868,
